Rice Variety	ROS	OSRMC	SUB1A	CAT	SNCA3	Stress_Condition
TKM 9	2.337712922	1.85786002	2.101304648	2.835236601	3.410551517	Healthy
MDU 5	2.13950167	2.714816006	2.605890351	2.98967332	3.23011404	Healthy
Pusa Basmati 1	2.98	2.81	2.93	3.11	3.45	Salinity_Stress
CO 43	3.256165122	3.338959077	2.493012885	3.085094556	3.381190084	Drought_Stress
Swarna	3.169473721	3.137453616	2.083207855	2.959245816	3.397429863	Salinity_Stress
TRY 3 (Trichy 3)	2.857299534	2.149590874	2.357619862	3.145898781	3.096456802	Salinity_Stress
Swarna	3.106560437	3.090498473	2.783770703	2.665665977	2.893861862	Salinity_Stress
CORH 3 (Hybrid Rice)	2.38711664	2.661586244	2.534952006	2.476653965	2.516786091	Healthy
VGD 59	3.07	3.44	2.52	2.58	2.93	Drought_Stress
White Ponni	1.869698191	2.21228503	2.77905509	2.85191232	3.379961734	Salinity_Stress
MDU 5	3.16	3.09	1.98	2.46	3.41	Drought_Stress
White Ponni	2.02	2.59	2.66	2.65	2.74	Healthy
LMN-404	2.803873596	3.32559386	2.907372065	2.811296876	3.47789154	Salinity_Stress
CO 43	3.351751169	3.191563271	2.968062715	3.077473834	3.477445346	Salinity_Stress
ADT 37	2.870068463	3.672943568	2.614567594	2.760091031	2.671859727	Drought_Stress
ABC-101	2.110290937	2.31021894	2.55882438	2.573326322	2.942772958	Healthy
ADT 45	2.156791528	3.551251671	2.54588317	3.118564982	3.352236865	Salinity_Stress
IR 50	2.14357964	2.777972128	2.821971206	2.008599248	2.717813758	Healthy
XYZ-202	2.949768268	3.016921553	2.717933788	2.841144296	3.457265576	Salinity_Stress
ABC-101	2.853036567	3.586704133	2.912294943	3.129178518	2.719667393	Drought_Stress
IR 20	3.283435541	3.425133631	2.698952698	2.436705416	3.277706859	Drought_Stress
ASD 16	3.383396238	3.434951712	2.702197178	2.764879849	2.710745753	Healthy
White Ponni	1.811475967	2.724883516	2.477581042	2.100895683	2.709293075	Healthy
PQR-303	2.666236438	3.564446425	2.651416248	3.036436639	3.291239303	Salinity_Stress
XYZ-202	3.284945436	3.196630987	2.456738643	2.731619925	3.145116513	Drought_Stress
CO 43	3.218658353	3.255402601	2.130237587	2.771268367	2.627182724	Drought_Stress
LMN-404	2.791656184	3.311014243	2.902558222	2.813627261	3.484023692	Salinity_Stress
Jaya	2.98	3.16	2.97	2.62	3.42	Drought_Stress
PMK 3 (Ponmani)	2.161511014	2.758529981	1.94551877	2.809238113	3.111354857	Salinity_Stress
CORH 3 (Hybrid Rice)	3.495552493	3.675297612	2.646717637	2.192771681	2.912313103	Drought_Stress
Pusa Basmati 1	2.981541734	2.78858032	2.910699899	3.115308644	3.453825171	Salinity_Stress
TRY 1 (Trichy 1)	3.090463384	2.99767927	2.877472286	2.36465651	3.16989486	Drought_Stress
IR 50	2.26	2.35	2.93	2.16	2.73	Healthy
TKM 9	1.887625249	2.728727336	2.013391668	2.40956305	2.813157708	Healthy
ADT 45	3.011055212	2.971775461	2.850281292	2.907616981	3.003538065	Healthy
Jaya	2.475691316	2.713626988	1.954610907	2.056890438	2.394316248	Healthy
TRY 1 (Trichy 1)	1.901509647	2.22700018	2.054235877	2.875670968	3.165092308	Salinity_Stress
Swarna	1.863773259	1.972946793	2.715719196	2.174355796	2.89906535	Healthy
CO 43	1.88	3.37	2.52	3.01	3.23	Salinity_Stress
ADT 43	2.467401015	2.0964958	2.834672164	2.454161977	2.484675965	Healthy
CO 43	3.239363166	3.347413301	2.487164733	3.087236226	3.398562009	Drought_Stress
Pusa Basmati 1	3.217493929	3.773921308	1.948278158	2.586170726	3.194393446	Drought_Stress
ABC-101	3.44989857	3.081324247	2.603747856	3.160195322	2.543717996	Drought_Stress
ADT 37	3.084783306	3.805116023	2.936794147	2.379165335	2.460043637	Drought_Stress
ADT 43	2.866358679	3.278792335	2.51331603	2.695797032	3.072844503	Drought_Stress
White Ponni	3.14601807	3.272818345	2.034210651	2.249058422	2.670599383	Drought_Stress
Pusa Basmati 1	2.585758486	2.649732108	1.957020124	3.117741833	3.112996246	Salinity_Stress
VGD 59	2.070518055	2.550736453	2.121353819	2.259463261	2.46136269	Healthy
TKM 9	2.056465316	2.276940719	2.031959445	2.053325272	2.787512808	Healthy
ASD 16	2.056531896	2.697425387	2.23653674	2.248095152	2.754884841	Healthy
ABC-101	2.225043235	2.702123183	2.808937882	2.577127085	2.785920297	Healthy
CO 43	2.904985042	2.66973402	2.699251974	2.852052593	3.159260282	Salinity_Stress
CORH 3 (Hybrid Rice)	3.06603066	3.071063677	2.787205615	2.941746944	2.4403363	Drought_Stress
TRY 1 (Trichy 1)	2.515768557	3.744987032	2.139039491	2.991400139	3.188199403	Salinity_Stress
BPT 5204 (Sona Masuri)	2.878502443	3.192266566	2.600370598	2.06279607	2.52775432	Drought_Stress
PQR-303	3.187713513	3.426737244	2.268286549	2.305800287	3.002011421	Drought_Stress
IR 20	2.390903282	1.854447563	1.918953038	2.416077905	2.94422893	Healthy
CO 43	2.2	1.83	2.33	2.48	2.78	Healthy
XYZ-202	3.32911663	3.448774347	2.526957381	2.336374582	2.925591166	Drought_Stress
PMK 3 (Ponmani)	3.354433177	3.703486718	2.01265934	3.194215008	3.095943537	Drought_Stress
ADT 37	3.358087784	3.365315309	2.567309204	3.127591768	3.099812858	Salinity_Stress
ABC-101	3.137132121	3.525968688	2.062873401	3.064334016	2.925920498	Drought_Stress
ADT 37	2.986566649	3.443941355	2.325219835	3.168265744	2.737606635	Drought_Stress
CO 43	3.1	3.33	2.33	2.34	3.48	Drought_Stress
PMK 3 (Ponmani)	3.129622486	2.078253996	1.99464598	3.007448577	3.128913811	Salinity_Stress
CO 43	3.159838473	3.154316383	2.584556141	2.614597218	2.92181278	Drought_Stress
ADT 43	3.346389838	2.825861995	2.266692154	2.806514713	3.012045472	Salinity_Stress
VGD 59	2.087617024	1.816347997	2.226276005	2.436359884	2.608609167	Drought_Stress
IR 50	3.150157181	3.079948681	2.680478808	2.006345904	2.952172441	Drought_Stress
ADT 37	2.95	3.5	2.58	2.61	2.86	Drought_Stress
ASD 16	3.194674773	3.09514898	2.059588877	2.951492292	2.99377456	Drought_Stress
VGD 59	3.055661695	3.307888843	2.325202173	2.902714634	3.439850858	Drought_Stress
ASD 16	2.282959874	2.098731766	2.082139375	2.914568387	3.183279975	Salinity_Stress
BPT 5204 (Sona Masuri)	3.117597954	3.208168213	2.818960764	2.209643919	2.564520927	Drought_Stress
ADT 37	2.4	2.78	2.58	2.11	2.8	Healthy
IR 64	1.8	2.59	2.84	3.07	3.18	Salinity_Stress
LMN-404	2.642478663	3.65412181	1.889765324	2.842665519	3.326169736	Salinity_Stress
ADT 45	2.999396086	3.129577937	2.201953831	2.93412642	3.228298896	Salinity_Stress
VGD 59	2.198418497	2.792800593	2.619516669	2.690079805	2.694005304	Healthy
ABC-101	3.38	3.76	2.9	2.2	2.69	Drought_Stress
VGD 59	3.238902274	3.165510358	2.419723243	2.988097231	3.294118256	Drought_Stress
CO 43	1.859907055	2.308764724	2.472182078	2.238018389	2.87108509	Healthy
BPT 5204 (Sona Masuri)	1.925312054	2.750331037	2.854093384	2.68085781	2.433820552	Healthy
TRY 1 (Trichy 1)	2.31	2.26	2.83	2.57	2.99	Healthy
MDU 5	2.072718844	2.265833996	2.203974522	2.309618395	2.668978567	Healthy
IR 36	3.091540798	3.733353083	2.116640764	2.744657058	3.328067211	Drought_Stress
LMN-404	2.48	1.94	2.64	2.19	2.51	Healthy
IR 36	2.99316873	3.100206158	2.982884334	3.059122596	3.021172318	Salinity_Stress
Pusa Basmati 1	2.99	3.27	2.28	2.9	3.41	Drought_Stress
ADT 45	3.48	3.55	2.47	2.6	3.21	Drought_Stress
ADT 37	2.840862248	1.961353501	2.555657417	2.879198378	3.379721792	Salinity_Stress
Jaya	2.622180273	2.801487322	2.159525876	2.899400682	3.079317926	Salinity_Stress
TKM 9	3.02	3	2.3	2.53	3.3	Drought_Stress
Swarna	1.81	2.03	2.44	2.35	2.52	Healthy
BPT 5204 (Sona Masuri)	2.768486264	3.52600744	2.182263496	2.951087838	3.182645897	Salinity_Stress
TKM 9	2.293731259	2.071459081	2.574740076	3.146000771	3.447775105	Salinity_Stress
ADT 43	2.571639711	2.664157435	2.92713021	3.072716985	3.192246371	Salinity_Stress
CO 43	2.24535253	2.326978271	2.13746599	2.42782459	2.945932672	Healthy
BPT 5204 (Sona Masuri)	2.082896524	2.711456086	2.31017426	2.075696499	2.759015407	Healthy
ADT 37	2.372485494	1.835722739	2.168592883	3.006298022	3.064607357	Salinity_Stress
IR 20	1.946478065	2.608345737	2.357048672	2.686629203	2.735030843	Healthy
PMK 3 (Ponmani)	3.393926931	3.470135696	1.981283956	3.069435169	3.33057485	Salinity_Stress
ASD 16	3.365641177	3.444056679	2.566886617	3.047430752	3.485805465	Salinity_Stress
CORH 3 (Hybrid Rice)	3.195289476	3.349409286	2.227607929	2.139079485	3.122310749	Drought_Stress
Jaya	1.878131412	2.749715798	2.114806069	2.223817692	2.406513071	Healthy
ASD 16	2.14	2.61	2.53	2.64	2.49	Healthy
LMN-404	1.992665066	2.658436881	2.593000063	2.061766578	2.748803559	Healthy
Pusa Basmati 1	2.93	2.47	2.55	2.94	3.22	Salinity_Stress
PQR-303	2.187132467	2.116785465	2.496082016	2.040168955	2.524631728	Healthy
VGD 59	2.93	3.48	2.08	2.55	3.42	Drought_Stress
Swarna	2.65	2.67	2.08	3.17	3.14	Salinity_Stress
ADT 37	3.060588238	3.747562685	2.254092181	2.071793466	3.430929351	Drought_Stress
MDU 5	2.158469748	2.467401282	2.314987984	3.190947138	3.221828531	Salinity_Stress
PQR-303	2.986177169	3.494600757	2.353105093	2.774396379	3.035615905	Drought_Stress
MDU 5	2.34	2.41	2.47	3.02	3.41	Salinity_Stress
MDU 5	2.487507382	2.283433602	1.937021477	2.967962652	3.203909266	Salinity_Stress
Swarna	2.95721663	2.452249512	2.573997276	2.977838476	3.453860431	Salinity_Stress
TRY 3 (Trichy 3)	1.88	2.31	1.97	3.12	3.34	Salinity_Stress
Pusa Basmati 1	3.216481562	3.788488934	1.932947771	2.588469728	3.202333064	Drought_Stress
ADT 43	3.293758213	3.636221157	2.959246306	2.000188833	2.426204808	Drought_Stress
IR 64	3.258809952	3.774711604	2.553632143	2.46773127	3.225519976	Drought_Stress
PQR-303	3.178140842	3.008925591	2.90143421	3.095998061	3.064229303	Drought_Stress
ADT 37	2.118705892	3.490958805	1.952454687	3.053393564	3.09331449	Salinity_Stress
Swarna	2.19122092	2.392771852	2.867929973	2.383613894	2.472433939	Healthy
TKM 9	2.24445717	1.946947493	2.89279081	2.689124593	2.447924703	Healthy
ADT 45	3.330547162	3.408868443	2.023538967	2.202429302	2.8100509	Drought_Stress
Swarna	3.478245383	3.460442043	2.491012353	2.783645118	2.500808162	Drought_Stress
PMK 3 (Ponmani)	2.922247327	3.659527235	2.832785336	3.121965219	3.189756514	Salinity_Stress
ADT 43	3.170910409	2.134238797	2.595741606	2.848183439	3.389667315	Salinity_Stress
ADT 43	2.91	3.43	2.18	2.94	3.14	Drought_Stress
TRY 1 (Trichy 1)	2.199435242	2.972984037	2.668990934	2.983914219	3.436932475	Salinity_Stress
ABC-101	3.276664658	3.319219837	3.001261825	2.848866638	3.336146215	Salinity_Stress
XYZ-202	1.984899822	2.698798894	2.171399485	2.173469586	2.483951651	Healthy
Pusa Basmati 1	2.261567987	2.211525043	2.119668002	2.333218204	2.497081075	Healthy
TRY 3 (Trichy 3)	1.896404917	2.310881711	2.24455534	2.096828902	2.98279138	Healthy
ADT 37	2.110976007	1.991420161	1.969708102	2.460750137	2.818928398	Healthy
LMN-404	2.637769386	2.774516661	2.912466358	2.867045779	3.458257533	Salinity_Stress
Jaya	3.173807249	3.556311906	2.209012298	3.179265261	3.483156344	Drought_Stress
CORH 3 (Hybrid Rice)	2.364976108	2.580621423	2.532961978	2.495986397	2.511298499	Healthy
CORH 3 (Hybrid Rice)	1.769752916	2.244807851	1.95049865	2.352964849	2.565463137	Healthy
TRY 3 (Trichy 3)	2.839199888	3.348227518	1.924754507	2.922206689	3.420261325	Drought_Stress
PQR-303	3.293812751	3.647603378	2.665679203	3.051593817	2.695728299	Drought_Stress
CO 43	2.146571274	2.740213423	2.380743149	2.316221164	2.568803161	Healthy
IR 64	3.044540937	1.963933514	2.73874769	3.152446977	3.235013927	Salinity_Stress
ADT 37	2.422388756	1.97047366	2.840323496	2.258952445	2.433516627	Healthy
PMK 3 (Ponmani)	2.134938594	1.83257726	2.892884465	2.067713339	2.985957199	Healthy
ADT 43	3.35	2.82	2.27	2.82	3.01	Salinity_Stress
ADT 37	2.398315582	1.92096797	2.180835886	2.678013788	2.578331953	Healthy
ASD 16	2.40908294	2.01107283	2.623624223	2.877033085	3.236803036	Salinity_Stress
TRY 3 (Trichy 3)	2.859184151	3.535355498	2.259544841	2.074295657	2.535146182	Drought_Stress
CO 43	3.145871605	3.187284042	2.061929253	2.327104116	3.005073762	Drought_Stress
TKM 9	1.88	2.37	1.9	2.43	2.53	Healthy
IR 20	2.88	3.31	2.93	2.14	3.07	Drought_Stress
TRY 1 (Trichy 1)	2.315562213	1.886190143	2.411797547	2.494968145	2.423049957	Healthy
CO 43	2.181633371	3.328261886	2.036009262	3.007929927	3.371970167	Salinity_Stress
PQR-303	2.655227425	3.603463926	2.632750612	3.048685726	3.282225792	Salinity_Stress
PQR-303	2.857792911	3.676184706	1.938464571	2.662332819	3.421317706	Drought_Stress
ABC-101	3.214044945	3.0303179	2.715012572	2.313683352	2.805807767	Drought_Stress
TRY 1 (Trichy 1)	2.329603633	1.945878887	2.475306194	2.584549462	2.727537634	Healthy
PQR-303	3.04981411	3.745530524	1.962348162	2.669969676	2.647482853	Drought_Stress
ASD 16	2.04916142	2.653620166	2.231114785	2.245779079	2.744543586	Healthy
MDU 5	3.49	3.55	2.75	2.98	2.88	Drought_Stress
Swarna	2.316515192	1.999854302	2.643866313	2.692550045	2.859670969	Healthy
TRY 1 (Trichy 1)	3.275721251	3.167258628	2.344169913	2.983739563	3.392001326	Drought_Stress
PMK 3 (Ponmani)	3.34904701	3.727140248	2.04162185	3.192990182	3.069082178	Drought_Stress
XYZ-202	2.96	3.05	2.71	2.85	3.46	Salinity_Stress
White Ponni	3.230234345	3.683296428	2.483285147	2.927555626	3.112586903	Salinity_Stress
TRY 3 (Trichy 3)	3.182661832	3.736744323	2.754319636	3.17499443	3.059338559	Drought_Stress
XYZ-202	1.907074445	2.733406507	2.151563053	2.075554976	2.743533739	Healthy
PMK 3 (Ponmani)	2.91	3.65	2.84	3.11	3.19	Salinity_Stress
ADT 43	3.06478493	3.203606369	2.543273049	3.148115602	3.075420937	Salinity_Stress
CORH 3 (Hybrid Rice)	2.209687341	2.736008105	2.404329149	3.186652962	3.388967192	Salinity_Stress
TRY 1 (Trichy 1)	2.370098788	1.903180276	2.273684815	2.527973251	2.945207381	Healthy
ADT 43	2.95	3.67	2.68	2.91	3.37	Drought_Stress
TRY 1 (Trichy 1)	2.783688915	3.222310889	2.278432949	2.913949967	3.225801572	Salinity_Stress
IR 36	2.868807288	3.467664816	2.30947596	1.997440272	3.326358816	Drought_Stress
Jaya	2.455716637	2.150493369	2.993241099	2.333350876	2.861599745	Healthy
ADT 45	2.60441803	2.382788673	1.962259193	3.046354781	3.087160121	Salinity_Stress
XYZ-202	2.16107738	2.364487144	2.614661227	2.22474076	2.892799239	Salinity_Stress
ADT 37	3.206371184	2.563717263	2.953160154	2.937804076	3.00291774	Salinity_Stress
CO 43	3.169977068	3.202878454	2.064010215	2.322591719	3.015751404	Drought_Stress
CO 43	3.242569154	3.327811511	2.503210717	3.068103218	3.383784766	Drought_Stress
CO 43	2.106364111	2.394518488	2.559281202	2.362062004	2.733347704	Healthy
TRY 3 (Trichy 3)	3.398958291	3.616647152	1.921431447	2.732321981	3.319754649	Drought_Stress
Pusa Basmati 1	1.889752092	3.212421167	2.882911134	2.926635952	3.022923734	Healthy
ASD 16	2.802830121	3.21554701	2.439819829	2.319526528	2.890869073	Drought_Stress
BPT 5204 (Sona Masuri)	2.94988117	2.499464594	2.204748184	3.053832379	3.476290909	Salinity_Stress
TRY 1 (Trichy 1)	2.093087105	2.564685786	2.168131677	2.242070754	2.456923401	Healthy
Jaya	3.371254515	3.022860912	2.138474387	3.019562891	3.242223067	Salinity_Stress
ASD 16	3.235959135	3.059198989	2.37222781	2.322165928	3.179116277	Drought_Stress
ASD 16	3.210499206	3.094159063	2.20679919	2.454168584	3.27931077	Drought_Stress
Jaya	2.887108617	3.684103347	2.906033653	2.434150342	3.048783351	Drought_Stress
White Ponni	3.03203015	3.093028497	2.976386166	2.35777745	3.033712309	Drought_Stress
CO 43	3.03689738	3.37232143	2.751795796	2.356989266	2.643651725	Drought_Stress
ADT 37	3.07	3.8	2.92	2.37	2.44	Drought_Stress
IR 36	3.13	3.33	2.5	3.11	2.98	Drought_Stress
XYZ-202	3.13	2.09	2.63	2.92	3.02	Salinity_Stress
ABC-101	3.097424273	3.11245117	2.371241167	2.244114129	2.778904087	Drought_Stress
CO 43	3.18	3.4	2.19	2.86	2.98	Drought_Stress
VGD 59	2.068107832	2.277091185	2.446607327	2.054731279	2.643775796	Healthy
PQR-303	3.201985183	3.026391602	2.894096796	3.080723304	3.049066321	Drought_Stress
CO 43	2.724832815	2.458775849	2.738041221	2.971863025	3.439273237	Salinity_Stress
Pusa Basmati 1	2.414786429	1.867255924	2.65733428	2.605975348	2.560205089	Healthy
ADT 45	2.151321136	3.564505969	2.537100844	3.112517149	3.380350009	Salinity_Stress
Jaya	2.960933271	3.12162095	1.982411857	2.562875952	2.60238366	Drought_Stress
XYZ-202	2.882479597	3.233897064	2.579836598	2.035040804	3.350599295	Drought_Stress
PMK 3 (Ponmani)	2.175743367	1.940460346	1.955181134	2.912174638	3.434320666	Salinity_Stress
IR 36	2.026811	2.286670183	2.740884615	2.223731163	2.987405148	Healthy
PMK 3 (Ponmani)	2.234237492	1.912257122	2.66576518	2.054867625	2.73187939	Healthy
XYZ-202	3.212745029	2.648850957	1.952207257	3.093731616	3.410003925	Salinity_Stress
ABC-101	3.26	3.27	2.16	2.93	3.48	Salinity_Stress
IR 64	3.042715834	1.966531279	2.736443069	3.151999236	3.244571724	Salinity_Stress
PQR-303	2.852569584	3.045691534	2.14958502	2.022592056	2.632736991	Drought_Stress
VGD 59	2.026454166	2.18563098	2.112288447	2.162200725	2.665017333	Healthy
Pusa Basmati 1	2.458484241	1.851744879	2.795452549	2.401422483	2.566283455	Healthy
PQR-303	2.188942092	2.152535404	2.557681247	2.413292275	2.916883099	Healthy
ADT 43	3.091116009	3.533207716	2.689694717	2.146321378	3.11480252	Drought_Stress
Pusa Basmati 1	3.155669	2.681698103	2.49039903	2.949570422	3.038179113	Salinity_Stress
Swarna	1.92	2.5	1.99	2.44	2.5	Healthy
CORH 3 (Hybrid Rice)	3.223405389	2.444723538	2.335702435	3.042006386	3.255708824	Salinity_Stress
Pusa Basmati 1	3.21	3.37	2.09	2.84	2.93	Drought_Stress
Pusa Basmati 1	2.925493159	3.069659698	2.339203686	2.598121159	2.618175753	Drought_Stress
ADT 37	2.835760933	1.931458024	2.554703066	2.913645852	3.363319966	Salinity_Stress
PMK 3 (Ponmani)	3.38	3.55	2.5	2.83	3.07	Salinity_Stress
VGD 59	2.515820463	2.267945334	2.432407888	2.973588441	3.339486875	Salinity_Stress
ABC-101	2.348801823	1.879105754	1.950071707	2.220339551	2.773183853	Healthy
Pusa Basmati 1	3.26	3.65	2.06	3.02	2.66	Drought_Stress
IR 64	2.274805384	2.315597033	2.214239993	3.04702147	3.418615542	Salinity_Stress
White Ponni	1.987394273	2.049086059	2.085076833	2.447050796	2.568020298	Healthy
CORH 3 (Hybrid Rice)	3.35	3.34	2.05	2.08	2.4	Drought_Stress
PMK 3 (Ponmani)	3.158967135	3.372275953	2.816792626	2.594584514	3.265201769	Drought_Stress
BPT 5204 (Sona Masuri)	3.24	3.78	2.85	2.88	2.87	Drought_Stress
PMK 3 (Ponmani)	3.346169097	3.165741711	2.165954933	3.035479388	3.10266528	Drought_Stress
BPT 5204 (Sona Masuri)	3.24	3.08	2.53	2.73	2.78	Drought_Stress
CORH 3 (Hybrid Rice)	1.91	2.45	2.57	2.26	2.86	Healthy
BPT 5204 (Sona Masuri)	2.037535002	1.996716729	2.097202336	2.101587409	2.572603769	Healthy
IR 36	2.00797724	2.290633785	2.744214931	2.204241031	2.995909615	Healthy
VGD 59	3.076045902	3.65239723	2.938811734	2.341047496	2.894421108	Drought_Stress
XYZ-202	2.96	2.05	2.81	2.9	3.25	Salinity_Stress
Jaya	2.431925176	1.887299282	2.514203278	2.685622103	2.728114442	Drought_Stress
Jaya	1.864724811	2.405873668	2.46244798	3.03770781	3.43452052	Salinity_Stress
IR 36	2.045550756	2.285295176	2.73697868	2.200438869	2.992713555	Healthy
Pusa Basmati 1	2.007284256	3.764056853	2.901374779	2.922534247	3.016276154	Salinity_Stress
XYZ-202	2.301622863	1.851475441	2.528730019	3.189475107	3.341834008	Salinity_Stress
Swarna	3.31071626	3.308948075	2.98741441	2.826671699	3.324536807	Salinity_Stress
Pusa Basmati 1	2.846208788	3.59282594	2.609616866	2.464708643	3.035274634	Drought_Stress
XYZ-202	2.959088182	2.468659971	2.979564333	3.014980914	3.27106788	Salinity_Stress
Swarna	3.469388472	3.108897015	1.983032457	2.965765166	3.47690673	Drought_Stress
IR 36	2.356738206	3.292478075	2.682802528	3.061723328	3.480273651	Salinity_Stress
IR 20	2.11	2.05	2.81	3.06	3.03	Salinity_Stress
Pusa Basmati 1	2.02	3.79	2.9	2.9	3.01	Salinity_Stress
XYZ-202	3.10276821	3.386285922	2.255074307	2.003215979	2.501277984	Drought_Stress
White Ponni	3.267332164	3.289765535	2.854431591	2.65428965	2.562480878	Drought_Stress
ABC-101	2.12	2.73	2.61	2.13	2.82	Healthy
LMN-404	3.173374705	3.734192744	2.865263746	2.966513894	3.265445599	Salinity_Stress
Jaya	2.472886153	2.712979834	1.968836635	2.032180381	2.400938284	Healthy
XYZ-202	3.060480206	3.737156859	2.100647806	2.051443389	3.192059544	Drought_Stress
IR 36	3.327177033	2.410557564	2.500020425	3.089875912	3.289032822	Salinity_Stress
ADT 43	2.104198018	3.42284817	1.950600896	2.9087499	3.291706554	Salinity_Stress
ADT 43	2.210384181	1.922708222	2.508296546	2.103775436	2.599595611	Healthy
LMN-404	2.65	1.95	1.93	3.16	3.34	Salinity_Stress
PMK 3 (Ponmani)	1.952357744	1.836215061	2.020995184	2.835496491	3.337580792	Salinity_Stress
IR 50	2.15	2.78	2.82	2.01	2.72	Healthy
Swarna	2.417805917	3.564574143	2.03171296	3.175584871	3.316854248	Salinity_Stress
ABC-101	3.32	3.8	2.82	3.13	3.24	Drought_Stress
Jaya	2.410801774	1.912996656	2.503852626	2.680602247	2.733939399	Healthy
PQR-303	2.814729055	3.15898805	2.713782187	2.589991219	2.647030769	Drought_Stress
White Ponni	3.248263952	3.440702847	2.196944569	2.290911579	3.417582485	Drought_Stress
ADT 45	2.127451299	2.358810673	2.504979345	3.039516653	3.100658826	Salinity_Stress
MDU 5	2.23	2.28	2.38	2.29	2.77	Healthy
ADT 37	3.32835922	3.306534415	2.766352168	2.405876831	3.337231098	Drought_Stress
Pusa Basmati 1	2.962625759	2.798302713	2.921544832	3.092369257	3.445941388	Salinity_Stress
TKM 9	2.168474346	2.730610537	2.297845005	2.03644257	2.721715821	Healthy
BPT 5204 (Sona Masuri)	2.139145577	2.215598041	2.324298128	2.117472618	2.898498418	Healthy
BPT 5204 (Sona Masuri)	1.793142691	1.885698758	2.780794557	2.036784471	2.864241309	Healthy
Jaya	2.99	3.77	2.88	2.18	2.99	Drought_Stress
LMN-404	2.45788422	1.841378136	2.845855869	2.081131526	2.845597085	Healthy
Swarna	3.34483552	3.699321491	2.340450463	2.439831945	2.915532189	Drought_Stress
Jaya	3.256270537	3.170246273	2.159416817	3.063647272	2.700873794	Drought_Stress
CO 43	1.860664061	1.997351871	1.938707412	2.250182503	2.731694729	Healthy
Jaya	3.291478104	2.69118631	2.400774997	2.95282164	3.313772838	Salinity_Stress
TRY 3 (Trichy 3)	1.88484359	2.477560162	2.168263499	2.14557764	2.659309585	Healthy
XYZ-202	2.434861749	2.419836975	2.610366253	2.446917188	2.529782601	Healthy
IR 64	2.335367722	3.71849808	2.816285767	3.159013376	3.13887604	Salinity_Stress
CO 43	3.166526034	3.171039939	2.075677244	2.346991923	3.020770201	Drought_Stress
ADT 45	2.953054149	3.330253425	2.832865206	2.579992237	2.530193753	Salinity_Stress
ADT 37	2.43	1.99	2.84	2.23	2.43	Healthy
IR 36	2.76997174	3.736604269	2.966584804	2.187000315	2.454474531	Drought_Stress
TRY 1 (Trichy 1)	2.134082207	2.780172564	2.421944718	2.194367861	2.91139506	Healthy
BPT 5204 (Sona Masuri)	3.154202176	3.605338941	2.01982618	2.726253175	2.506370572	Drought_Stress
IR 36	2.846164761	3.410203822	2.325913881	2.012060075	3.339747023	Drought_Stress
TRY 1 (Trichy 1)	3.18902338	2.505067143	2.975509331	3.138800967	3.290180184	Salinity_Stress
TRY 1 (Trichy 1)	3.1	3.43	2.42	2.91	3.22	Drought_Stress
TKM 9	2.897926077	3.740835695	2.910659833	3.061421662	3.299205935	Drought_Stress
Swarna	2.89	3.36	1.93	3.14	2.62	Drought_Stress
ADT 43	2.4	3.42	2.76	2.99	3.49	Salinity_Stress
Swarna	1.894910878	2.562415604	2.439292421	2.181017171	2.482448536	Drought_Stress
PMK 3 (Ponmani)	3.37	3.22	2.66	2.18	3.16	Drought_Stress
VGD 59	2.74	3.4	2.51	3.05	3	Salinity_Stress
White Ponni	2.547870687	1.932270107	2.926136213	2.935763273	3.15180128	Salinity_Stress
TRY 3 (Trichy 3)	2.13	2.34	2.4	2.05	2.71	Healthy
TKM 9	2.17	2.75	2.3	2.04	2.72	Healthy
TRY 3 (Trichy 3)	2.48	2.28	2.06	2.34	2.97	Healthy
Swarna	2.148102579	2.730940979	2.892101494	2.628731125	2.609120662	Healthy
White Ponni	3.299864142	3.282249841	2.429342328	2.713057675	3.259152769	Drought_Stress
LMN-404	3.042545838	3.174967309	2.238616174	2.798862578	3.153431149	Salinity_Stress
ASD 16	3.23	2.24	1.97	2.82	3.23	Salinity_Stress
IR 20	1.82	2.52	2.11	2.4	2.63	Healthy
PQR-303	3.178305377	3.036015719	2.892144107	3.095245959	3.087547781	Drought_Stress
IR 50	3.17362979	3.057098693	1.984002018	3.020374404	2.439881301	Drought_Stress
IR 50	2.28826817	2.34379139	2.930107679	2.150606554	2.719064777	Healthy
ASD 16	3.2240252	3.288940497	2.27585499	2.779771987	3.229455015	Drought_Stress
ADT 43	2.204273867	2.779107115	2.720458748	2.430033849	2.946436282	Healthy
CO 43	2.9	2.65	2.69	2.86	3.16	Salinity_Stress
ADT 37	2.419485253	2.979191514	2.469510437	3.191997024	3.459836029	Salinity_Stress
IR 64	3.05	3.04	2.36	3	3.4	Drought_Stress
ADT 37	1.866550429	1.844092055	2.450797892	2.44004793	2.76354736	Healthy
MDU 5	1.899300956	2.210643539	2.982965767	2.652005831	2.780212169	Healthy
XYZ-202	3.085852146	3.71767223	2.463328588	3.119261281	3.356677299	Salinity_Stress
LMN-404	3.390048607	2.804573198	2.883908316	2.965544364	3.467132116	Salinity_Stress
XYZ-202	1.814370052	2.36689314	2.765617753	2.162187	2.400411221	Healthy
BPT 5204 (Sona Masuri)	3.359551855	3.402395274	2.31507912	3.150019006	2.433180534	Drought_Stress
IR 64	2.494294145	2.277095278	2.980612616	2.014600588	2.722597712	Healthy
